"","date","date_in_oven","genotype_id","genotype","stage","treatment","plant","dry_weight_g","bag_type","notes","mean_bag_weight","date_heated","dvl_stage","batlbox","heated","planting_date","harvest","final_maturity","recovery","heat_maturity","dvl_stage_2","mean_c_dw","rel_dw_g"
"1",2024-07-19,2024-07-12,"G4R1C5","G4","R1","C","5",364.404,1,"",57.606,NA,"C",NA,"Not heated",2024-03-18,2024-07-15,116,NA,NA,"mature",209.95096,154.45304
"2",2024-07-19,2024-07-12,"G4R6D5","G4","R6","D","5",277.554,1,"",57.606,2024-06-30,"R6","","Heated",2024-03-18,2024-07-15,116,12,104,"mature",209.95096,67.60304
"3",2024-07-19,2024-07-12,"G2V7W5","G2","V7","W","5",318.844,1,"",57.606,2024-04-26,"V8","Ivy","Heated",2024-03-18,2024-07-15,116,77,39,"young",237.94464,80.89936
"4",2024-07-19,2024-07-12,"G2V15C5","G2","V15","C","5",417.054,1,"",57.606,NA,"C",NA,"Not heated",2024-03-18,2024-07-15,116,NA,NA,"mature",237.94464,179.10936
"5",2024-07-19,2024-07-12,"G3V7W5","G3","V7","W","5",44.394,1,"",57.606,2024-04-26,"V7","Ivy","Heated",2024-03-18,2024-07-15,116,77,39,"young",102.364692307692,-57.9706923076923
"6",2024-07-19,2024-07-12,"G4V15W5","G4","V15","W","5",300.654,1,"",57.606,2024-05-23,"R1","Mega","Heated",2024-03-18,2024-07-15,116,50,66,"fruiting",209.95096,90.70304
"7",2024-07-19,2024-07-12,"G4R6C5","G4","R6","C","5",261.164,1,"",57.606,NA,"C",NA,"Not heated",2024-03-18,2024-07-15,116,NA,NA,"mature",209.95096,51.21304
"8",2024-07-19,2024-07-12,"G5V7D5","G5","V7","D","5",216.814,1,"",57.606,2024-04-26,"V7","Dorothea","Heated",2024-03-18,2024-07-15,116,77,39,"young",394.59225,-177.77825
"9",2024-07-19,2024-07-12,"G2R6C5","G2","R6","C","5",472.494,1,"",57.606,NA,"C",NA,"Not heated",2024-03-18,2024-07-15,116,NA,NA,"mature",237.94464,234.54936
"10",2024-07-19,2024-07-12,"G2R1W5","G2","R1","W","5",358.384,1,"",57.606,2024-06-21,"R6","Mega","Heated",2024-03-18,2024-07-15,116,21,95,"mature",237.94464,120.43936
"11",2024-07-19,2024-07-12,"G4R6W4","G4","R6","W","4",223.894,1,"",57.606,2024-06-27,"R5","Mega","Heated",2024-03-18,2024-07-15,116,15,101,"mature",209.95096,13.94304
"12",2024-07-19,2024-07-12,"G1R6W5","G1","R6","W","5",105.974,1,"",57.606,2024-06-27,"R5","Mega","Heated",2024-03-18,2024-07-15,116,15,101,"mature",157.048076923077,-51.0740769230769
"13",2024-07-19,2024-07-12,"G5V3W5","G5","V3","W","5",477.174,1,"",57.606,2024-04-12,"V5","Ivy","Heated",2024-03-18,2024-07-15,116,91,25,"young",394.59225,82.58175
"14",2024-07-19,2024-07-12,"G1V3D5","G1","V3","D","5",309.964,1,"",57.606,2024-04-12,"V3","Dorothea","Heated",2024-03-18,2024-07-15,116,91,25,"young",157.048076923077,152.915923076923
"15",2024-07-19,2024-07-12,"G2R6W5","G2","R6","W","5",111.914,1,"",57.606,2024-06-27,"R6","","Heated",2024-03-18,2024-07-15,116,15,101,"mature",237.94464,-126.03064
"16",2024-07-19,2024-07-12,"G3V7C5","G3","V7","C","5",116.904,1,"",57.606,NA,"C",NA,"Not heated",2024-03-18,2024-07-15,116,NA,NA,"mature",102.364692307692,14.5393076923077
"17",2024-07-19,2024-07-12,"G5V3W3","G5","V3","W","3",438.848,2,"",35.352,2024-04-11,"V5","Ivy","Heated",2024-03-18,2024-07-15,116,92,24,"young",394.59225,44.25575
"18",2024-07-19,2024-07-12,"G4R6C3","G4","R6","C","3",182.038,2,"",35.352,NA,"C",NA,"Not heated",2024-03-18,2024-07-15,116,NA,NA,"mature",209.95096,-27.91296
"19",2024-07-19,2024-07-12,"G1V15C4","G1","V15","C","4",80.598,2,"",35.352,NA,"C",NA,"Not heated",2024-03-18,2024-07-15,116,NA,NA,"mature",157.048076923077,-76.4500769230769
"20",2024-07-19,2024-07-12,"G5R1W5","G5","R1","W","5",541.714,1,"",57.606,2024-06-21,"R6","Mega","Heated",2024-03-18,2024-07-15,116,21,95,"mature",394.59225,147.12175
"21",2024-07-19,2024-07-12,"G2V3C5","G2","V3","C","5",418.514,1,"",57.606,NA,"C",NA,"Not heated",2024-03-18,2024-07-15,116,NA,NA,"mature",237.94464,180.56936
"22",2024-07-19,2024-07-12,"G4R6D5","G4","R6","D","5",343.094,1,"",57.606,2024-06-30,"R6","","Heated",2024-03-18,2024-07-15,116,12,104,"mature",209.95096,133.14304
"23",2024-07-19,2024-07-12,"G5R6W5","G5","R6","W","5",139.134,1,"",57.606,2024-06-27,"R6","","Heated",2024-03-18,2024-07-15,116,15,101,"mature",394.59225,-255.45825
"24",2024-07-19,2024-07-12,"G4V7W5","G4","V7","W","5",198.014,1,"",57.606,2024-04-26,"V8","Ivy","Heated",2024-03-18,2024-07-15,116,77,39,"young",209.95096,-11.93696
"25",2024-07-19,2024-07-12,"G5R1W4","G5","R1","W","4",235.704,1,"",57.606,2024-06-20,"R5","Mega","Heated",2024-03-18,2024-07-15,116,22,94,"mature",394.59225,-158.88825
"26",2024-07-19,2024-07-12,"G4V15C5","G4","V15","C","5",305.364,1,"",57.606,NA,"C",NA,"Not heated",2024-03-18,2024-07-15,116,NA,NA,"mature",209.95096,95.41304
"27",2024-07-19,2024-07-12,"G3V15W5","G3","V15","W","5",65.294,1,"",57.606,2024-05-23,"VT","Mega","Heated",2024-03-18,2024-07-15,116,50,66,"fruiting",102.364692307692,-37.0706923076923
"28",2024-07-19,2024-07-12,"G5V15C5","G5","V15","C","5",500.764,1,"",57.606,NA,"C",NA,"Not heated",2024-03-18,2024-07-15,116,NA,NA,"mature",394.59225,106.17175
"29",2024-07-19,2024-07-12,"G2V15D5","G2","V15","D","5",378.754,1,"",57.606,2024-05-23,"R1","Mega","Heated",2024-03-18,2024-07-15,116,50,66,"fruiting",237.94464,140.80936
"30",2024-07-19,2024-07-12,"G4V3D5","G4","V3","D","5",301.034,1,"",57.606,2024-04-12,"V3","Dorothea","Heated",2024-03-18,2024-07-15,116,91,25,"young",209.95096,91.08304
"31",2024-07-19,2024-07-12,"G4V15D5","G4","V15","D","5",96.984,1,"",57.606,2024-05-23,"VT","Mega","Heated",2024-03-18,2024-07-15,116,50,66,"fruiting",209.95096,-112.96696
"32",2024-07-19,2024-07-12,"G2V15W4","G2","V15","W","4",235.178,2,"",35.352,2024-05-24,"R1","Mega","Heated",2024-03-18,2024-07-15,116,49,67,"fruiting",237.94464,-2.76664000000002
"33",2024-07-19,2024-07-12,"G4R6D3","G4","R6","D","3",293.398,2,"",35.352,2024-06-28,"R5","Mega","Heated",2024-03-18,2024-07-15,116,14,102,"mature",209.95096,83.44704
"34",2024-07-19,2024-07-12,"G5V3W4","G5","V3","W","4",383.428,2,"",35.352,2024-04-11,"V5","Dorothea","Heated",2024-03-18,2024-07-15,116,92,24,"young",394.59225,-11.16425
"35",2024-07-19,2024-07-12,"G2R6D3","G2","R6","D","3",284.278,2,"",35.352,2024-06-28,"R5","Mega","Heated",2024-03-18,2024-07-15,116,14,102,"mature",237.94464,46.33336
"36",2024-07-19,2024-07-12,"G4V7D4","G4","V7","D","4",128.568,2,"",35.352,2024-04-25,"V7","Ivy","Heated",2024-03-18,2024-07-15,116,78,38,"young",209.95096,-81.38296
"37",2024-07-19,2024-07-12,"G1R1D4","G1","R1","D","4",103.118,2,"",35.352,2024-06-21,"R1","Mega","Heated",2024-03-18,2024-07-15,116,21,95,"fruiting",157.048076923077,-53.9300769230769
"38",2024-07-19,2024-07-12,"G5V3C3","G5","V3","C","3",130.668,2,"",35.352,NA,"C",NA,"Not heated",2024-03-18,2024-07-15,116,NA,NA,"mature",394.59225,-263.92425
"39",2024-07-19,2024-07-12,"G2V7C3","G2","V7","C","3",148.948,2,"",35.352,NA,"C",NA,"Not heated",2024-03-18,2024-07-15,116,NA,NA,"mature",237.94464,-88.99664
"40",2024-07-19,2024-07-12,"G5V7D3","G5","V7","D","3",171.008,2,"",35.352,2024-04-25,"V7","Ivy","Heated",2024-03-18,2024-07-15,116,78,38,"young",394.59225,-223.58425
"41",2024-07-19,2024-07-12,"G5V7C3","G5","V7","C","3",410.628,2,"",35.352,NA,"C",NA,"Not heated",2024-03-18,2024-07-15,116,NA,NA,"mature",394.59225,16.0357500000001
"42",2024-07-19,2024-07-12,"G5R1D3","G5","R1","D","3",336.018,2,"",35.352,2024-06-20,"R4","Mega","Heated",2024-03-18,2024-07-15,116,22,94,"mature",394.59225,-58.57425
"43",2024-07-19,2024-07-12,"G4R6W4","G4","R6","W","4",180.758,2,"",35.352,2024-06-27,"R5","Mega","Heated",2024-03-18,2024-07-15,116,15,101,"mature",209.95096,-29.19296
"44",2024-07-19,2024-07-12,"G3R1D3","G3","R1","D","3",90.398,2,"",35.352,2024-06-20,"R1","Mega","Heated",2024-03-18,2024-07-15,116,22,94,"fruiting",102.364692307692,-11.9666923076923
"45",2024-07-19,2024-07-12,"G1V15D3","G1","V15","D","3",214.358,2,"",35.352,2024-05-22,"R1","Mega","Heated",2024-03-18,2024-07-15,116,51,65,"fruiting",157.048076923077,57.3099230769231
"46",2024-07-19,2024-07-12,"G4V3W4","G4","V3","W","4",375.778,2,"Taped hole in bag after taking weight",35.352,2024-04-11,"V3","Dorothea","Heated",2024-03-18,2024-07-15,116,92,24,"young",209.95096,165.82704
"47",2024-07-19,2024-07-12,"G1R6C4","G1","R6","C","4",437.808,2,"",35.352,NA,"C",NA,"Not heated",2024-03-18,2024-07-15,116,NA,NA,"mature",157.048076923077,280.759923076923
"48",2024-07-19,2024-07-12,"G2V7W3","G2","V7","W","3",160.128,2,"",35.352,NA,NA,NA,"Heated",2024-03-18,2024-07-15,116,NA,NA,"mature",237.94464,-77.81664
"49",2024-07-19,2024-07-12,"G3R6D4","G3","R6","D","4",95.298,2,"",35.352,2024-06-29,"R3","","Heated",2024-03-18,2024-07-15,116,13,103,"fruiting",102.364692307692,-7.06669230769231
"50",2024-07-19,2024-07-12,"G5V7W4","G5","V7","W","4",339.268,2,"",35.352,2024-04-25,"V7","Dorothea","Heated",2024-03-18,2024-07-15,116,78,38,"young",394.59225,-55.32425
"51",2024-07-19,2024-07-12,"G4V7C3","G4","V7","C","3",113.078,2,"",35.352,NA,"C",NA,"Not heated",2024-03-18,2024-07-15,116,NA,NA,"mature",209.95096,-96.87296
"52",2024-07-19,2024-07-12,"G5V15W3","G5","V15","W","3",262.018,2,"",35.352,2024-05-22,"R1","Mega","Heated",2024-03-18,2024-07-15,116,51,65,"fruiting",394.59225,-132.57425
"53",2024-07-19,2024-07-12,"G3R1D4","G3","R1","D","4",127.348,2,"",35.352,2024-06-21,"R1","Mega","Heated",2024-03-18,2024-07-15,116,21,95,"fruiting",102.364692307692,24.9833076923077
"54",2024-07-19,2024-07-12,"G5V15D5","G5","V15","D","5",295.414,1,"",57.606,2024-05-23,"R1","Mega","Heated",2024-03-18,2024-07-15,116,50,66,"fruiting",394.59225,-99.17825
"55",2024-07-19,2024-07-12,"G1R1C5","G1","R1","C","5",193.444,1,"",57.606,NA,"C",NA,"Not heated",2024-03-18,2024-07-15,116,NA,NA,"mature",157.048076923077,36.3959230769231
"56",2024-07-19,2024-07-12,"G1V3C5","G1","V3","C","5",145.364,1,"",57.606,NA,"C",NA,"Not heated",2024-03-18,2024-07-15,116,NA,NA,"mature",157.048076923077,-11.6840769230769
"57",2024-07-19,2024-07-12,"G1R1C4","G1","R1","C","4",285.974,1,"",57.606,NA,"C",NA,"Not heated",2024-03-18,2024-07-15,116,NA,NA,"mature",157.048076923077,128.925923076923
"58",2024-07-19,2024-07-12,"G1V15W5","G1","V15","W","5",134.954,1,"",57.606,2024-05-23,"VT","Mega","Heated",2024-03-18,2024-07-15,116,50,66,"fruiting",157.048076923077,-22.0940769230769
"59",2024-07-19,2024-07-12,"G3V15D5","G3","V15","D","5",167.364,1,"",57.606,2024-05-23,"VT","Mega","Heated",2024-03-18,2024-07-15,116,50,66,"fruiting",102.364692307692,64.9993076923077
"60",2024-07-19,2024-07-12,"G4V7D5","G4","V7","D","5",129.554,1,"",57.606,2024-04-26,"V8","Dorothea","Heated",2024-03-18,2024-07-15,116,77,39,"young",209.95096,-80.39696
"61",2024-07-19,2024-07-12,"G5R6D4","G5","R6","D","4",525.644,1,"",57.606,2024-06-29,"R6","","Heated",2024-03-18,2024-07-15,116,13,103,"mature",394.59225,131.05175
"62",2024-07-19,2024-07-12,"G4R6W5","G4","R6","W","5",208.944,1,"",57.606,2024-06-27,"R5","Mega","Heated",2024-03-18,2024-07-15,116,15,101,"mature",209.95096,-1.00695999999999
"63",2024-07-19,2024-07-12,"G2V3D5","G2","V3","D","5",354.044,1,"",57.606,2024-04-12,"V3","Dorothea","Heated",2024-03-18,2024-07-15,116,91,25,"young",237.94464,116.09936
"64",2024-07-19,2024-07-12,"G2V3D4","G2","V3","D","4",230.074,1,"",57.606,2024-04-11,"V3","Ivy","Heated",2024-03-18,2024-07-15,116,92,24,"young",237.94464,-7.87063999999998
"65",2024-07-19,2024-07-12,"G5V3D5","G5","V3","D","5",639.934,1,"",57.606,2024-04-12,"V3","Dorothea","Heated",2024-03-18,2024-07-15,116,91,25,"young",394.59225,245.34175
"66",2024-07-19,2024-07-12,"G1V7W5","G1","V7","W","5",273.624,1,"",57.606,2024-04-26,"V8","Ivy","Heated",2024-03-18,2024-07-15,116,77,39,"young",157.048076923077,116.575923076923
"67",2024-07-19,2024-07-12,"G3V7D5","G3","V7","D","5",13.994,1,"",57.606,2024-04-26,"V7","Dorothea","Heated",2024-03-18,2024-07-15,116,77,39,"young",102.364692307692,-88.3706923076923
"68",2024-07-19,2024-07-12,"G3V3W4","G3","V3","W","4",3.518,2,"42.66",35.352,2024-04-11,"V5","Dorothea","Heated",2024-03-18,2024-07-15,116,92,24,"young",102.364692307692,-98.8466923076923
"69",2024-07-19,2024-07-12,"G5V7W3","G5","V7","W","3",214.488,2,"",35.352,2024-04-25,"V9","Dorothea","Heated",2024-03-18,2024-07-15,116,78,38,"fruiting",394.59225,-180.10425
"70",2024-07-19,2024-07-12,"G4R1C4","G4","R1","C","4",332.588,2,"",35.352,NA,"C",NA,"Not heated",2024-03-18,2024-07-15,116,NA,NA,"mature",209.95096,122.63704
"71",2024-07-19,2024-07-12,"G4R1D3","G4","R1","D","3",196.578,2,"227.33",35.352,2024-06-20,"R3","Mega","Heated",2024-03-18,2024-07-15,116,22,94,"fruiting",209.95096,-13.37296
"72",2024-07-19,2024-07-12,"G1V3W4","G1","V3","W","4",246.318,2,"",35.352,2024-04-11,"V3","Dorothea","Heated",2024-03-18,2024-07-15,116,92,24,"young",157.048076923077,89.2699230769231
"73",2024-07-19,2024-07-12,"G4R1D5","G4","R1","D","5",25.594,1,"",57.606,2024-06-21,"R5","Mega","Heated",2024-03-18,2024-07-15,116,21,95,"mature",209.95096,-184.35696
"74",2024-07-19,2024-07-12,"G1R1D5","G1","R1","D","5",203.414,1,"",57.606,2024-06-21,"R4","Mega","Heated",2024-03-18,2024-07-15,116,21,95,"mature",157.048076923077,46.3659230769231
"75",2024-07-19,2024-07-12,"G3R1D5","G3","R1","D","5",176.944,1,"",57.606,2024-06-21,"R1","Mega","Heated",2024-03-18,2024-07-15,116,21,95,"fruiting",102.364692307692,74.5793076923077
"76",2024-07-19,2024-07-12,"G3R1W5","G3","R1","W","5",119.744,1,"",57.606,2024-06-21,"R1","Mega","Heated",2024-03-18,2024-07-15,116,21,95,"fruiting",102.364692307692,17.3793076923077
"77",2024-07-19,2024-07-12,"G2R6C4","G2","R6","C","4",313.088,2,"",35.352,NA,"C",NA,"Not heated",2024-03-18,2024-07-15,116,NA,NA,"mature",237.94464,75.14336
"78",2024-07-19,2024-07-12,"G3V7D3","G3","V7","D","3",57.738,2,"",35.352,2024-04-25,"V7","Ivy","Heated",2024-03-18,2024-07-15,116,78,38,"young",102.364692307692,-44.6266923076923
"79",2024-07-19,2024-07-12,"G1R6D5","G1","R6","D","5",254.594,1,"",57.606,2024-06-30,"R5","Mega","Heated",2024-03-18,2024-07-15,116,12,104,"mature",157.048076923077,97.5459230769231
"80",2024-07-19,2024-07-12,"G4V7C5","G4","V7","C","5",339.704,1,"",57.606,NA,"C",NA,"Not heated",2024-03-18,2024-07-15,116,NA,NA,"mature",209.95096,129.75304
"81",2024-07-19,2024-07-12,"G1R1W5","G1","R1","W","5",145.614,1,"",57.606,2024-06-21,"R1","Mega","Heated",2024-03-18,2024-07-15,116,21,95,"fruiting",157.048076923077,-11.4340769230769
"82",2024-07-19,2024-07-12,"G2R6D5","G2","R6","D","5",440.694,1,"",57.606,2024-06-30,"R6","","Heated",2024-03-18,2024-07-15,116,12,104,"mature",237.94464,202.74936
"83",2024-07-19,2024-07-12,"G5V7D4","G5","V7","D","4",105.564,1,"",57.606,2024-04-25,"V7","Ivy","Heated",2024-03-18,2024-07-15,116,78,38,"young",394.59225,-289.02825
"84",2024-07-19,2024-07-12,"G2V3W5","G2","V3","W","5",357.004,1,"",57.606,2024-04-12,"V3","Ivy","Heated",2024-03-18,2024-07-15,116,91,25,"young",237.94464,119.05936
"85",2024-07-19,2024-07-12,"G2V7D5","G2","V7","D","5",329.014,1,"",57.606,2024-04-26,"V7","Dorothea","Heated",2024-03-18,2024-07-15,116,77,39,"young",237.94464,91.06936
"86",2024-07-19,2024-07-12,"G3R6D5","G3","R6","D","5",264.534,1,"",57.606,2024-06-30,"R5","Mega","Heated",2024-03-18,2024-07-15,116,12,104,"mature",102.364692307692,162.169307692308
"87",2024-07-19,2024-07-12,"G5V3C5","G5","V3","C","5",527.124,1,"",57.606,NA,"C",NA,"Not heated",2024-03-18,2024-07-15,116,NA,NA,"mature",394.59225,132.53175
"88",2024-07-19,2024-07-12,"G3R1C5","G3","R1","C","5",162.694,1,"",57.606,NA,"C",NA,"Not heated",2024-03-18,2024-07-15,116,NA,NA,"mature",102.364692307692,60.3293076923077
"89",2024-07-19,2024-07-12,"G3V3W5","G3","V3","W","5",396.134,1,"",57.606,2024-04-12,"V3","Ivy","Heated",2024-03-18,2024-07-15,116,91,25,"young",102.364692307692,293.769307692308
"90",2024-07-19,2024-07-12,"G1R6C5","G1","R6","C","5",200.804,1,"",57.606,NA,"C",NA,"Not heated",2024-03-18,2024-07-15,116,NA,NA,"mature",157.048076923077,43.7559230769231
"91",2024-07-19,2024-07-12,"G1V7D5","G1","V7","D","5",181.844,1,"",57.606,2024-04-26,"V7","Dorothea","Heated",2024-03-18,2024-07-15,116,77,39,"young",157.048076923077,24.7959230769231
"92",2024-07-19,2024-07-12,"G5V7C5","G5","V7","C","5",592.994,1,"",57.606,NA,"C",NA,"Not heated",2024-03-18,2024-07-15,116,NA,NA,"mature",394.59225,198.40175
"93",2024-07-19,2024-07-12,"G3V7C4","G3","V7","C","4",93.318,2,"",35.352,NA,"C",NA,"Not heated",2024-03-18,2024-07-15,116,NA,NA,"mature",102.364692307692,-9.04669230769233
"94",2024-07-19,2024-07-12,"G4R1W4","G4","R1","W","4",99.678,2,"",35.352,2024-06-20,"R2","Mega","Heated",2024-03-18,2024-07-15,116,22,94,"fruiting",209.95096,-110.27296
"95",2024-07-19,2024-07-12,"G3R1W3","G3","R1","W","3",66.578,2,"",35.352,2024-06-19,"R1","Mega","Heated",2024-03-18,2024-07-15,116,23,93,"fruiting",102.364692307692,-35.7866923076923
"96",2024-07-19,2024-07-12,"G4V3C5","G4","V3","C","5",367.974,1,"",57.606,NA,"C",NA,"Not heated",2024-03-18,2024-07-15,116,NA,NA,"mature",209.95096,158.02304
"97",2024-07-19,2024-07-12,"G2R1C5","G2","R1","C","5",565.774,1,"",57.606,NA,"C",NA,"Not heated",2024-03-18,2024-07-15,116,NA,NA,"mature",237.94464,327.82936
"98",2024-07-19,2024-07-12,"G3V15C5","G3","V15","C","5",127.594,1,"",57.606,NA,"C",NA,"Not heated",2024-03-18,2024-07-15,116,NA,NA,"mature",102.364692307692,25.2293076923077
"99",2024-07-19,2024-07-12,"G1V7C4","G1","V7","C","4",112.744,1,"",57.606,NA,"C",NA,"Not heated",2024-03-18,2024-07-15,116,NA,NA,"mature",157.048076923077,-44.3040769230769
"100",2024-07-19,2024-07-12,"G2R1D4","G2","R1","D","4",186.054,1,"",57.606,NA,NA,NA,"Heated",2024-03-18,2024-07-15,116,NA,NA,"mature",237.94464,-51.89064
"101",2024-07-19,2024-07-12,"G3R6C4","G3","R6","C","4",-6.756,1,"",57.606,NA,"C",NA,"Not heated",2024-03-18,2024-07-15,116,NA,NA,"mature",102.364692307692,-109.120692307692
"102",2024-07-19,2024-07-12,"G1V15D5","G1","V15","D","5",115.034,1,"",57.606,2024-05-23,"R1","Mega","Heated",2024-03-18,2024-07-15,116,50,66,"fruiting",157.048076923077,-42.0140769230769
"103",2024-07-19,2024-07-12,"G3V3C4","G3","V3","C","4",78.294,1,"",57.606,NA,"C",NA,"Not heated",2024-03-18,2024-07-15,116,NA,NA,"mature",102.364692307692,-24.0706923076923
"104",2024-07-19,2024-07-12,"G4V3W5","G4","V3","W","5",312.464,1,"",57.606,2024-04-12,"V3","Ivy","Heated",2024-03-18,2024-07-15,116,91,25,"young",209.95096,102.51304
"105",2024-07-19,2024-07-12,"G3V3C5","G3","V3","C","5",213.364,1,"",57.606,NA,"C",NA,"Not heated",2024-03-18,2024-07-15,116,NA,NA,"mature",102.364692307692,110.999307692308
"106",2024-07-19,2024-07-12,"G2R1D5","G2","R1","D","5",386.104,1,"",57.606,2024-06-21,"R5","Mega","Heated",2024-03-18,2024-07-15,116,21,95,"mature",237.94464,148.15936
"107",2024-07-19,2024-07-12,"G5R6C5","G5","R6","C","5",605.344,1,"",57.606,NA,"C",NA,"Not heated",2024-03-18,2024-07-15,116,NA,NA,"mature",394.59225,210.75175
"108",2024-07-19,2024-07-12,"G2R1W4","G2","R1","W","4",294.324,1,"",57.606,2024-06-20,"R5","Mega","Heated",2024-03-18,2024-07-15,116,22,94,"mature",237.94464,56.37936
"109",2024-07-19,2024-07-12,"G3V15D4","G3","V15","D","4",219.344,1,"",57.606,2024-05-24,"R1","Mega","Heated",2024-03-18,2024-07-15,116,49,67,"fruiting",102.364692307692,116.979307692308
"110",2024-07-19,2024-07-12,"G1V15C5","G1","V15","C","5",306.074,1,"",57.606,NA,"C",NA,"Not heated",2024-03-18,2024-07-15,116,NA,NA,"mature",157.048076923077,149.025923076923
"111",2024-07-19,2024-07-12,"G3R6W5","G3","R6","W","5",86.924,1,"",57.606,2024-06-27,"R3","","Heated",2024-03-18,2024-07-15,116,15,101,"fruiting",102.364692307692,-15.4406923076923
"112",2024-07-19,2024-07-12,"G3R1C4","G3","R1","C","4",220.558,2,"",35.352,NA,"C",NA,"Not heated",2024-03-18,2024-07-15,116,NA,NA,"mature",102.364692307692,118.193307692308
"113",2024-07-19,2024-07-12,"G5R1W3","G5","R1","W","3",248.878,2,"",35.352,2024-06-19,"R4","Mega","Heated",2024-03-18,2024-07-15,116,23,93,"mature",394.59225,-145.71425
"114",2024-07-19,2024-07-12,"G5R1D4","G5","R1","D","4",381.888,2,"",35.352,2024-06-21,"R6","Mega","Heated",2024-03-18,2024-07-15,116,21,95,"mature",394.59225,-12.7042499999999
"115",2024-07-19,2024-07-12,"G1V3D3","G1","V3","D","3",198.328,2,"",35.352,2024-04-11,"V3","Dorothea","Heated",2024-03-18,2024-07-15,116,92,24,"young",157.048076923077,41.2799230769231
"116",2024-07-19,2024-07-12,"G3V3D5","G3","V3","D","5",200.298,2,"",35.352,2024-04-12,"V3","Dorothea","Heated",2024-03-18,2024-07-15,116,91,25,"young",102.364692307692,97.9333076923077
"117",2024-07-19,2024-07-12,"G1R1D3","G1","R1","D","3",339.168,2,"",35.352,NA,NA,NA,"Heated",2024-03-18,2024-07-15,116,NA,NA,"mature",157.048076923077,182.119923076923
"118",2024-07-19,2024-07-12,"G4V15W4","G4","V15","W","4",214.538,2,"",35.352,2024-05-24,"R1","Mega","Heated",2024-03-18,2024-07-15,116,49,67,"fruiting",209.95096,4.58703999999997
"119",2024-07-19,2024-07-12,"G1V15C4","G1","V15","C","4",65.468,2,"",35.352,NA,"C",NA,"Not heated",2024-03-18,2024-07-15,116,NA,NA,"mature",157.048076923077,-91.580076923077
"120",2024-07-19,2024-07-12,"G5V15W4","G5","V15","W","4",221.478,2,"",35.352,2024-05-24,"R1","Mega","Heated",2024-03-18,2024-07-15,116,49,67,"fruiting",394.59225,-173.11425
"121",2024-07-19,2024-07-12,"G5V3D4","G5","V3","D","4",444.278,2,"",35.352,2024-04-11,"V5","Ivy","Heated",2024-03-18,2024-07-15,116,92,24,"young",394.59225,49.68575
"122",2024-07-19,2024-07-12,"G4R6C4","G4","R6","C","4",138.008,2,"",35.352,NA,"C",NA,"Not heated",2024-03-18,2024-07-15,116,NA,NA,"mature",209.95096,-71.94296
"123",2024-07-19,2024-07-12,"G2R1D3","G2","R1","D","3",55.718,2,"",35.352,2024-06-20,"V15","Mega","Heated",2024-03-18,2024-07-15,116,22,94,"fruiting",237.94464,-182.22664
"124",2024-07-19,2024-07-12,"G2V7W4","G2","V7","W","4",363.728,2,"",35.352,2024-04-25,"V7","Dorothea","Heated",2024-03-18,2024-07-15,116,78,38,"young",237.94464,125.78336
"125",2024-07-19,2024-07-12,"G4V7C4","G4","V7","C","4",329.348,2,"",35.352,NA,"C",NA,"Not heated",2024-03-18,2024-07-15,116,NA,NA,"mature",209.95096,119.39704
"126",2024-07-19,2024-07-12,"G1V7C3","G1","V7","C","3",137.408,2,"",35.352,NA,"C",NA,"Not heated",2024-03-18,2024-07-15,116,NA,NA,"mature",157.048076923077,-19.6400769230769
"127",2024-07-19,2024-07-12,"G5R6C4","G5","R6","C","4",406.198,2,"",35.352,NA,"C",NA,"Not heated",2024-03-18,2024-07-15,116,NA,NA,"mature",394.59225,11.6057500000001
"128",2024-07-19,2024-07-12,"G1V3C4","G1","V3","C","4",123.488,2,"",35.352,NA,"C",NA,"Not heated",2024-03-18,2024-07-15,116,NA,NA,"mature",157.048076923077,-33.5600769230769
"129",2024-07-19,2024-07-12,"G2V3W4","G2","V3","W","4",129.838,2,"",35.352,2024-04-11,"V3","Dorothea","Heated",2024-03-18,2024-07-15,116,92,24,"young",237.94464,-108.10664
"130",2024-07-19,2024-07-12,"G5V15W5","G5","V15","W","5",370.114,1,"",57.606,2024-05-23,"R1","Mega","Heated",2024-03-18,2024-07-15,116,50,66,"fruiting",394.59225,-24.4782499999999
"131",2024-07-19,2024-07-12,"G4R1W5","G4","R1","W","5",403.724,1,"",57.606,2024-06-21,"R5","Mega","Heated",2024-03-18,2024-07-15,116,21,95,"mature",209.95096,193.77304
"132",2024-07-19,2024-07-12,"G2V15W5","G2","V15","W","5",343.154,1,"",57.606,2024-05-23,"R1","Mega","Heated",2024-03-18,2024-07-15,116,50,66,"fruiting",237.94464,105.20936
"133",2024-07-19,2024-07-12,"G1V3W5","G1","V3","W","5",150.794,1,"",57.606,2024-04-12,"V3","Ivy","Heated",2024-03-18,2024-07-15,116,91,25,"young",157.048076923077,-6.25407692307692
"134",2024-07-19,2024-07-12,"G1R1W4","G1","R1","W","4",67.014,1,"",57.606,NA,NA,NA,"Heated",2024-03-18,2024-07-15,116,NA,NA,"mature",157.048076923077,-90.0340769230769
"135",2024-07-19,2024-07-12,"G5R1C5","G5","R1","C","5",511.544,1,"",57.606,NA,"C",NA,"Not heated",2024-03-18,2024-07-15,116,NA,NA,"mature",394.59225,116.95175
